"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"N.N ENTERPRISES","N.N. ENTERPRISES","6992796","KUTABPUR ROAD,","Kaithal","HARYANA","22680","12-Nov-2024","11-Nov-2029","7056370000","Active",""
"POONAM POONAM","POONAM","6994685","VPO IGRAH BHIWANI ROAD,","Jind","HARYANA","26720","18-Nov-2024","17-Nov-2029","9896425764","Active",""
"Ram Maher","Ram Maher c/o Kiran Santosh","6991269","Godown no 1,2A, 4 and 4A, Khewat No. 153 Khatauni no. 184 Numran Kila No 13,14,15,16, Village Nauhra, District Panipat, Haryana-132105","Panipat","HARYANA","5435","30-Oct-2024","29-Apr-2029","8708830378","Active",""
"Ranbir Singh and Others","RANBIR SINGH AND OTHERS","6823777","village khajurka Post office Alawalpur opposite sree chaitnaya school,","Palwal","HARYANA","18000","22-Dec-2023","21-Dec-2028","9560045966","Active",""
"RATTAN BANSAL AND SONS","RATTAN BANSAL & SONS","6551618","4 KM STONE, CHANDANA ROAD PATTI CHAUDHARY","Kaithal","HARYANA","7561","19-Feb-2025","18-Feb-2028","9812032615","Active",""
"Ritu Garg","Ritu Garg c/o Babita warehouse","6956700","Godown No 1,2 and 3, Khewat no. 153 Khatauni No 184 Numbaran khasra kila no 17,18,19,20/1/1, Village Nauhara, District Panipat Haryana-132105","Panipat","HARYANA","5650","09-Jul-2024","08-Jul-2029","8168300319","Active",""
"RKC ENTERPRISES","RKC Enterprises","6986491","vpo badowala Near toll plaza,","Jind","HARYANA","12525","14-Oct-2024","13-Apr-2029","9215725055","Active",""
"SALASAR WAREHOUSING","SALASAR WAREHOUSING","6773105","VILLAGE KALYANA, TEHSIL SHAHBAD (M)","Kurukshetra","HARYANA","37940","21-Aug-2023","20-Aug-2028","9872026675","Active",""
"Satya Sai Overseas","Satya Sai Overseas","6809735","VPO Bhateri, Pehowa","Kurukshetra","HARYANA","38220","04-Dec-2023","03-Jun-2026","7082213276","Active",""
"satya warehouse","SATYA WAREHOUSE","7016553","VPO BICHPARI, BARWALA","Hisar","HARYANA","69546","06-Feb-2025","05-Aug-2027","9728093203","Active",""
"Savita Mittal & Co","M/s Savita Mittal and Co","6829535","V.P.O. Khatkar, Barsola Railway station Road","Jind","HARYANA","39330","28-Dec-2023","27-Dec-2028","9896592900","Active",""
"SEEMA RANI","SEEMA RANI GODOWN","7018625","KHEWAT NO 153, KHATONI NO 212, KHEWAT NO 219, KHATONI NO 282","Karnal","HARYANA","9115","07-Feb-2025","06-Feb-2030","9813916100","Active",""
"SHRI BALA JI WAREHOUSE","Shri Bala Ji Warehouse","6853386","Barara Road Shahbad,","Kurukshetra","HARYANA","22000","07-Feb-2024","06-Feb-2029","9034366091","Active",""
"SUSHIL SANDEEP ASSOCIATES","Sushil Sandeep Associates","6864813","Peoda Road, Kaithal","Kaithal","HARYANA","10640","19-Feb-2024","18-Aug-2028","9416785013","Active",""
"SUSHIL SANDEEP ASSOCIATES","SUSHIL SANDEEP ASSOCIATES","6935191","RAMGARH ROAD, KALAYAT,","Kaithal","HARYANA","18340","30-May-2024","29-May-2029","9416785013","Active",""
"USHA KIRAN","Usha Kiran warehouse","7045891","Kamla Road,","Karnal","HARYANA","10353","21-Mar-2025","20-Mar-2030","9992888819","Active",""
"Ved Prakash","Ved Prakash c/o Kamla Devi","6936819","Godown No 1, Khewat No 117 Khatauni No 1376 Nambaran Khasra, Village untiliya, District Panipat","Panipat","HARYANA","2300","31-May-2024","30-May-2029","9416222281","Inactive",""
"Ved Prakash","Ved Prakash c/o Kiran Santosh","6941132","Godown no 2 and 3, Khewat No. 153 Khatauni no. 184 Numran Kila No 13,14,15,16, Village Nauhra, District Panipat, Haryana-132105","Panipat","HARYANA","3774","10-Jun-2024","09-Jun-2029","9416222281","Inactive","EXPIRED INSURANCE"
