"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Central Warehousing Corporation","Central Warehouse Dimapur","6533079","Dimapur,","Dimapur","NAGALAND","13000","17-Sep-2021","16-Sep-2026","7005228559","Active",""
