"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"DONTHA SRIDEVI","DONTHA SRIDEVI","6743587","GODOWN NO 14, NIDIGONDA VILLAGE RAGHUNATHPALLY MANDAL","JANGOAN","TELANGANA","5000","23-Jun-2023","22-Jun-2028","9959456333","Active",""
"GEETLA KAVITHA","GEETLA KAVITHA","6664478","SYNO 1213/1 1213/2 1199 1198 1216, HAVAPUR VILL PEDDAPALLI MDL","PEDDAPALLI","TELANGANA","10000","21-Dec-2022","20-Dec-2027","9392474432","Active",""
"GEETLA REDDY","GEETLA SAVITHA REDDY","6653406","GODOWN 2 SYNO 1213/1 HNO 5-55/2, RAGHAVAPUR VILL PEDDAPALLI MDL","PEDDAPALLI","TELANGANA","10000","24-Nov-2022","23-Nov-2027","9000712233","Active",""
"Global Cold Storage Pvt Ltd","Global cold Storage Pvt Ltd","7089451","Survey No.325,Gundaram Village Shivar,Near Ashok farm, Jannepally Road,Srinagar, NIZAMABAD.503246,","NIZAMABAD","TELANGANA","11102","14-May-2025","13-May-2030","9347222660","Active",""
"GOVINDAMMA EV","EV GOVINDAMMA","6763569","S NO. 764, 764/1/1 AND 764/1/2, KAUKUNTLA VILLAGE AND MANDAL","MAHABUBNAGAR","TELANGANA","7997","27-Jul-2023","26-Jul-2028","9494772727","Active",""
"GRR WAREHOUSING","GRR WAREHOUSING","6760326","S.NOS. 775/A AND 768, KAUKUNTLA VILLAGE AND MANDAL","MAHABUBNAGAR","TELANGANA","7997","20-Jul-2023","19-Jul-2028","9849092934","Active",""
"HINDUSTHAN WAREHOUSING PVT LTD","HINDUSTHAN WAREHOUSING PVT LTD","6936363","7/275 ,PEDAKAPARTHY VILLAGE, CHITYAL MANDAL","NALGONDA","TELANGANA","30000","31-May-2024","30-May-2029","9949858585","Active",""
"Jalla Rao","Jalla Nageswara Rao & Jalla Deepika","7044274","GMR Rural Godowns No. 7 (ABC) and 7 B (DEF) Sy. No. 1216, 1195, Door No. 55/7, Raghavapur (V)","PEDDAPALLI","TELANGANA","10000","21-Mar-2025","20-Mar-2030","9949099333","Active",""
"Janhavi Promoters Private Limited","Sri M K Cold Storage","6796411","Sy No. 262/AP1, 262 /AP2 Srinagar ,, Gundaram, Nizamabad, Telangana - 503246","NIZAMABAD","TELANGANA","9999","30-Oct-2023","29-Oct-2028","9602107772","Active",""
"Janhavi Promoters Private Limited","Janhavi Promoters Private Limited C/O Jyothi Godown","6584015","Survey no. 855,3-81/19/5-6-7-8 Kaloor Village, Shivar, Mandal, Nizamabad 503003","NIZAMABAD","TELANGANA","3833","29-May-2022","28-May-2027","9602017772","Active",""
"JULAPALLY MADHAVA RAO","JULAPALLY MADHAVA RAO","6947709","GODOWN NO 20 GPH NO 11-25/19, NIDIGONDA VILLAGE RAGHUNATHPALLY MANDAL","JANGOAN","TELANGANA","5000","20-Jun-2024","19-Jun-2028","9440062677","Active",""
"JULAPALLY SHARADA","JULAPALLY SHARADA","6936900","GNO 19, NIDIGONDA VILLAGE RAGHUNATHPALLY MANDAL","JANGOAN","TELANGANA","5000","31-May-2024","30-May-2028","6281200179","Active",""
"kaparthi Shravan kumar","Gaddam Krishna Kishore Reddy","7035090","Sy.No 853 853/2 853/3, Kaloor Village","NIZAMABAD","TELANGANA","2606","10-Mar-2025","09-Mar-2030","9848479001","Active",""
"KATKOORI VARALAXMI","KATKURI VARALAXMI RURAL GODOWN","6663934","UMBER 6 SYNO 1214 HNO 5-55/6, RAGHAVAPUR","PEDDAPALLI","TELANGANA","10000","20-Dec-2022","19-Dec-2027","9849947616","Active",""
"LAXMI VUDTALA","VUDUTHALA GODOWN CHINNADARPALLY","6569701","SYNO 42/A CHINNADARPALLY, MAHABUBNAGAR","MAHABUBNAGAR","TELANGANA","10000","20-Apr-2022","19-Apr-2027","8639706705","Active",""
"M/S. SREE RAMAKRISHNA STORAGES","SREE RAMAKRISHNA STORAGES","6536049","A.DUPPALAPALLY VILLAGE, TIPPARTHY MANDAL","NALGONDA","TELANGANA","30000","07-Oct-2021","06-Oct-2026","9985166999","Active",""
"MADHAVAPEDDI APARNA","MADHAVAPEDDI APARNA","6677520","3-4/2/9, NEKKONDA, WARANGAL,","WARANGAL RURAL","TELANGANA","10000","24-Jan-2023","23-Jan-2028","9492114990","Active",""
"MADIREDDY BHAGYALAXMI","MADIREDDY BHAGYALAXMI","6675904","GODOWN NUMBER 5 SYNO 1213/A, RAGHAVAPUR","PEDDAPALLI","TELANGANA","10000","20-Jan-2023","19-Jan-2028","9989464183","Active",""
"Matrix Warehousing Private Limited","Matrix Warehousing Private Limited","6960215","S.No 152, Industrial Estate, Miryalaguda","NALGONDA","TELANGANA","45599","19-Jul-2024","18-Jul-2029","9121220448","Active",""
"MATTA SRUJANA","Matta Srujana","6680227","3-4/2/7, NEKKONDA,","WARANGAL RURAL","TELANGANA","10000","06-Feb-2023","05-Nov-2027","9492114990","Active",""
"MKR WAREHOUSING","MKR WAREHOUSING","6767529","S.NO.766/UU, 766/E/2, 766/E/3, 766, 767 AND 768, KAUKUNTLA VILLAGE AND MANDAL","MAHABUBNAGAR","TELANGANA","7000","31-Jul-2023","30-Jul-2028","9000063555","Active",""
"MYAKALA SUDHARANI","MYAKALA SUDHA RANI RURAL GODOWNS","6623706","SYNO 80 AND 42/E CHINNADARPALLY VILLAGE, HANWADA MANDAL","MAHABUBNAGAR","TELANGANA","10000","30-Aug-2022","29-Aug-2027","8639706705","Active",""
"National Commodities Management Services Limited","NCML PROJECT COLD STORAGE","7450019","Sy no - 301,302,303,304,305/P&P2,523/A&AA, VILLAGE -GUNDARAM,(vi), KONDURSHIVAR","NIZAMABAD","TELANGANA","8000","16-Oct-2023","18-Feb-2029","9205590277","Active",""
"NYMISHA ANUMULA","NYMISHA REDDY ANUMULA","6773014","S.NOS. 775/A, 775/AA, 764, 764/1/2 AND 765/A, KAUKUNTLA VILLAGE AND MANDAL","MAHABUBNAGAR","TELANGANA","15000","21-Aug-2023","20-Aug-2028","9912699699","Active",""
"PACHIMATLA KUMAR","P MANOJ KUMAR RURAL GODOWNS","6678601","SY NO 510,214,215,216,217,228, NAGIREDDY PALLY","YADADRI","TELANGANA","9284","31-Jan-2023","30-Jan-2026","9000444416","Active",""
"PACHIMATLA MADURI","Madhuri rural godowns","6686703","Survey NO 107 NAGIREDDY PALLI VILLAGE, BHONGIR MANDAL","YADADRI","TELANGANA","9981","20-Feb-2023","19-Feb-2028","9550710555","Active",""
"PACHIMATLA MANDAKINI","MADAKINI RURAL GODOWNS","6679237","SY NO 510,511, NAGIREDDY PALLY","YADADRI","TELANGANA","14792","01-Feb-2023","31-Jan-2028","9666476084","Active",""
"PACHIMATLA PADMA","PADMA RURAL GODOWNS","6678510","SY NO 510,511,512,513, NAGIREDDY PALLY","YADADRI","TELANGANA","16071","31-Jan-2023","30-Jul-2027","9014812008","Active",""
"PACHIMATLA RAJU","P Shivaraj Goud Rural Godown","6809553","Survey No-S 89,97,102,105,106, Nagireddy Pally","YADADRI","TELANGANA","10501","30-Nov-2023","29-May-2028","8977334999","Active",""
"PRATAPAGIRI DEVI","PRATAPAGIRI SUVARNA DEVI","6788947","WANGAPALLI GODOWN NO 7 SYNO 141 & 146 RAMAJIPET VILLAGE, WANGAPALLI YADAGIRIGUTTA MANDAL","YADADRI","TELANGANA","5000","06-Oct-2023","05-Oct-2028","9700011665","Active",""
"PRATAPAGIRI PRAKASH","PRATAPAGIRI VEERA PRAKASH","6792451","WANGAPALLI GODOWN NO 1 SYNO 141 & 146 WANGAPLLI GODOWN NO, RAMAJIPET VILLAGE YADAGIRIGUTTA MANDAL","YADADRI","TELANGANA","5000","18-Oct-2023","17-Oct-2028","9849559886","Active",""
"PRATAPAGIRI RAJAIAH","PRATAPAGIRI RAJAIAH","6834840","GODWON 5 SNY 20/1 20/1/1 21/1 21/2 22/1 22/2, YESHWANTPUR VILLAGE","JANGOAN","TELANGANA","5000","11-Jan-2024","10-Jan-2029","9849558905","Active",""
"PRATAPAGIRI RAO","PRATAPAGIRI GANESH RAO","6756001","WANGAPALLI GODOWN NO 4 & 10 SYNO 141 & 146 RAMAJIPET VILLAGE, WANGAPALLI YADAGIRIGUTTA MANDAL","YADADRI","TELANGANA","10000","14-Jul-2023","13-Jul-2028","9849559886","Active",""
"PRATPAGIRI RAO","PRATAPAGIRI GANESH RAO","6755730","GODWON 6 SNY 20/1 20/1/1 21/1 21/2 22/1 22/2, YESHWANTPUR VILLAGE","JANGOAN","TELANGANA","5000","14-Jul-2023","13-Jul-2028","9381576422","Active",""
"PURUSHOTHAM MUNDADA","PURUSHOTHAM MUNDADA","6704886","GODWON 3 SNY 20/1 20/1/1 21/1 21/2 22/1 22/2, YESHWANTPUR VILLAGE","JANGOAN","TELANGANA","5000","31-Mar-2023","30-Mar-2028","9989121044","Active",""
"RAGHUNATHA THATIPARTHI","T Raghunatha Rao","6877054","GODOWN NUMBER 11 & 12 SYNO 1193 GNO 5-55/11, Raghavapur Village Peddapa","PEDDAPALLI","TELANGANA","10000","29-Feb-2024","28-Feb-2029","9866133128","Active",""
"RAGHURAM BONALA","pavanwarehouse","7082340","kodad,","SURYAPET","TELANGANA","3601","29-Apr-2025","28-Oct-2029","9059049432","Active",""
"RAJAIAH PRATAPAGIRI","P RAJAIAH","6841324","SYNO 141 & 146 RAMAJIPET VILLAGE, WANGAPALLI YADAGIRIGUTTA MANDAL","YADADRI","TELANGANA","10000","19-Jan-2024","18-Jan-2029","9849558905","Active",""
"RICE MILLERS GRAINS WAREHOUSE PRIVATE LIMITED","RICE MILLERS GRAINS WAREHOUSE PRIVATE LIMITED","6960934","SYNO 283 282/D 285 278 282/A E AND 284, NAGUNOOR VILLAGE","KARIMNAGAR","TELANGANA","40532","22-Jul-2024","21-Jul-2029","9652914843","Active",""
"SA-KA WAREHOUSING & ALLIED SERVICES","SA-KA WAREHOUSING & ALLIED SERVICES","6749253","S.NOS. 764, 765/A, 765/AA765/A/AA, 765/E/2, 766/EE/2, 766/EE/3, 766/U AND 766/UU, FLAT NO.208 PLOT NO.83 & 84, PARK VIEW ENCLAVE","MAHABUBNAGAR","TELANGANA","15000","30-Jun-2023","29-Jun-2028","9848020202","Active",""
"SABITHA DONTHA","SABITHA DONTHA","6730717","GODOWN NO 13, NIDIGONDA VILLAGE RAGHUNATHPALLY MANDAL","JANGOAN","TELANGANA","5000","06-Jun-2023","05-Jun-2028","9866499999","Active",""
"SAI BALAJI WAREHOUSING AND LOGISTICS PRIVATE LIMITED","SAI BALAJI WAREHOUSING AND LOGISTICS PRIVATE LIMITED","6597157","SYNO 121 122 AND 123 CHERUVUPALLY VILLAG, MADUGULAPALLY MANDAL","NALGONDA","TELANGANA","75000","23-Jun-2022","22-Jun-2027","9440166166","Active",""
"SAMBA PRATAPAGIRI","P SAMBA MURTHY","6881015","SYNO 141 & 146 RAMAJIPET VILLAGE, WANGAPALLI YADAGIRIGUTTA MANDAL","YADADRI","TELANGANA","5000","08-Mar-2024","07-Mar-2029","9849015185","Active",""
"SANTHOSH MUNDADA","SANTHOSH MUNDADA","6703441","GODWON 2 SNY 20/1 20/1/1 21/1 21/2 22/1 22/2, YESHWANTPUR VILLAGE","JANGOAN","TELANGANA","5000","31-Mar-2023","30-Mar-2028","9908384454","Active",""
"Sarang Hitech Cold Storage LLP","SARANG HITECH COLD STORAGE LLP","7042112","SYNO 107,111,","NIZAMABAD","TELANGANA","5500","20-Mar-2025","19-Mar-2030","9949089962","Active",""
"SATHISH PRATAPAGIRI","PRATAPAGIRI SATHISH KUMAR","6811988","WANGAPALLI GODOWN NO 5 SYNO 141 & 146 RAMAJIPET VILLAGE, WANGAPALLI YADAGIRIGUTTA MANDAL","YADADRI","TELANGANA","5000","08-Dec-2023","07-Dec-2028","9849559886","Active",""
"Sri Peddamma Cold Storage LLP","Sri Peddamma Cold Storage LLP","9891667","S. No. 725/E1/1, Dondapadu Village and Post, Chintalapalaem (Mandal)","SURYAPET","TELANGANA","8300","28-Dec-2020","27-Dec-2025","9391228283","Active",""
"SRI RAJA RAJESHWARA AGRI WAREHOUSING","SRI RAJARAJESHWARA AGRI WARE HOUSING","6679864","H.NO.4-2-140//5/D/3, KUNARAM ROAD PEDDAPALLI","PEDDAPALLI","TELANGANA","5000","03-Feb-2023","02-Feb-2028","9959366665","Active",""
"SRI RAMA WAREHOUSING","SRI RAMA WAREHOUSING","6922140","S.NO. 775/A AND 775/AA, NEAR RAILWAY STATION, KAUKUNTLA VILLAGE AND MANDAL, MAHABOOBNAGAR DISTRICT","MAHABUBNAGAR","TELANGANA","7997","26-Apr-2024","25-Apr-2029","8897446666","Active",""
"SRI TIRUMALA COLD STORAGE","SRI TIRUMALA COLD STORAGE","6838809","SY NO 616 AA1/1/2, 616 AA1/2/1, 616AA1/3/1, KOKKIRENI (V), THIRUMALAYAPALEM(M), KHAMMAM DIST,","KHAMMAM","TELANGANA","9900","17-Jan-2024","16-Jan-2029","9440108749","Active",""
"SRI VENKATESHWARA GODOWNS","SRI VENKATESHWARA GODOWNS","6704977","H.no.9-40, vadlakonda","JANGOAN","TELANGANA","10000","09-Jan-2025","08-Jan-2030","9515109369","Active",""
"StarAgriWarehousing CollateralManagementLimited","Thrimurty Agro Cold","6941223","Chamber No 1,Survey No. 247/1,, Keshapur Village, Nizamabad, Telangana","NIZAMABAD","TELANGANA","4580","10-Jun-2024","09-Jun-2029","9314058569","Active",""
"SUNITHA MUNDADA","SUNITHA MUNDADA","6704076","GODWON 4 SNY 20/1 20/1/1 21/1 21/2 22/1 22/2, YESHWANTPUR VILLAGE","JANGOAN","TELANGANA","5000","31-Mar-2023","30-Mar-2028","9676030003","Active",""
"SV Multi Logitech Pvt. Ltd.","S V Multi Logitech Pvt. Ltd.","6563498","Survey No. 144/1, 144/2 & 166,","RANGAREDDY","TELANGANA","35090","24-Mar-2022","23-Mar-2027","8978661786","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","MIRYALAGUDA IG MATRIX","6660872","V.T.PALEM, V.T.PALEM","NALGONDA","TELANGANA","5000","08-Dec-2022","07-Dec-2027","9948760142","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Choularamaram (V) - OWN","7041122","Addagudur(m),","YADADRI","TELANGANA","15000","19-Mar-2025","18-Mar-2030","9542193536","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","TSWC Khammam","6547384","WARANGAL ROAD PEDDATANDA, GHANDI CHOWK","KHAMMAM","TELANGANA","26000","23-Dec-2021","22-Dec-2026","9866329193","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","Chityal- OWN","7026727","Chityal,","WANAPARTHY","TELANGANA","10000","27-Feb-2025","26-Feb-2030","9110561200","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","TSWC JAMMIKUNTA OWN","6618573","TSWC JAMMIKUNTA OWN NEAR M R O OFFICE, NEW MARKET ROAD JAMMIKUNTA ( V&M ) KARIMNAGAR D","KARIMNAGAR","TELANGANA","17500","20-Aug-2022","19-Aug-2027","7981672700","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","ADLOOR YELLAREDDY(IG)- II","7026180","ADLOOR YELLAREDDY, SADASHIVANAGAR","KAMAREDDY","TELANGANA","20000","27-Feb-2025","26-Feb-2030","9849186492","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Bibinagar - IG","6661680","Bibinagar,","YADADRI","TELANGANA","10000","09-Dec-2022","08-Dec-2027","9440541014","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","TSWC Kamareddy","6552244","Kamareddy,","KAMAREDDY","TELANGANA","15000","15-Feb-2022","14-Feb-2027","9849387820","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","Bodhan- IG","6688147","Bodhan,","NIZAMABAD","TELANGANA","12500","23-Feb-2023","22-Feb-2028","9705377099","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Nizamabad-IG Benday Srinivas","6661144","Nizamabad,","NIZAMABAD","TELANGANA","10000","08-Dec-2022","07-Dec-2027","9705377099","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Tatipudi-II (Wyra)","6684633","Wyra,","KHAMMAM","TELANGANA","5000","17-Feb-2023","16-Feb-2028","9440875568","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Nekkonda-IG","6789572","Nekkonda, Warangal","WARANGAL (URBAN)","TELANGANA","10000","10-Oct-2023","09-Oct-2028","9440496015","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","TSWC VENKATADRIPALEM OWN","6566376","VENKATADRIPALEM,","NALGONDA","TELANGANA","20500","29-Mar-2022","28-Mar-2027","9948760142","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","TSWC WARANGAL OWN","6568356","DESHALPET ROAD,","WARANGAL RURAL","TELANGANA","12500","31-Mar-2022","30-Mar-2027","9440496015","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","KUKKADAM-IG","6677074","Gajalapuram,","NALGONDA","TELANGANA","35000","24-Jan-2023","23-Jan-2028","9390218948","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","KONKALAPALLY","6691836","Konkalapally village,, Revally(M)","WANAPARTHY","TELANGANA","10000","03-Mar-2023","02-Mar-2028","9573631003","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","Mahabubabad-I-IG Aanantharam-I","6693634","Mahabubabad,","MAHABUBABAD","TELANGANA","5000","07-Mar-2023","06-Mar-2028","7893002075","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Habsipur","6676712","Habsipur(vill), Dubbak Mandal","SIDDIPET","TELANGANA","10000","24-Jan-2023","23-Jan-2028","9440154835","Active",""
"TELANGANA STATE WAREHOUSING CORPORATION","Suddala-III-IG","6660690","Sultanabad,","PEDDAPALLI","TELANGANA","5833","08-Dec-2022","07-Dec-2027","9492838500","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Suddala- I- IG","7017908","Sultanabad,","PEDDAPALLI","TELANGANA","30000","06-Feb-2025","05-Feb-2030","7981672700","Inactive","EFFECTIVE CONTROL EXPIRED"
"TELANGANA STATE WAREHOUSING CORPORATION","Brahmanapally- IG","7041395","Brahmanapally,","KAMAREDDY","TELANGANA","15000","19-Mar-2025","18-Mar-2030","7989716761","Active",""
